"pid","address","value","buildings","year","land","living","good","style","model","grade","beds","baths","heatfuel","heattype","ac","nghd"
23879,"188 CENTRAL AV",198310,1,1926,0.18,1882,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23880,"9 CLEVELAND RD",225960,1,1930,0.2,2373,78,"Colonial","Single Family","Good",4,2,"Gas/Oil","FA/HW/ST","None","	 2400"
23886,"45 CLEVELAND RD",288820,1,1920,0.18,2865,94,"Colonial","Single Family","Good",4,2,"Gas/Oil","FA/HW/ST","Central","	 2400"
23887,"53 CLEVELAND RD",270830,1,1928,0.18,2890,78,"Colonial","Single Family","Very Good",4,3,"Oil/Gas","Hot Water","Central","	 2400"
23890,"81 CLEVELAND RD",197330,1,1950,0.17,1757,78,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23891,"91 CLEVELAND RD",223020,1,1947,0.22,2732,68,"Cape Cod","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
23896,"2018 CHAPEL ST",154980,1,1960,0.18,1401,68,"Ranch","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23900,"1998 CHAPEL ST",173040,1,1920,0.22,1719,68,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23901,"1988 CHAPEL ST",240730,1,1925,0.22,2896,68,"Colonial","Single Family","Very Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23916,"809 FOREST RD",468720,1,1929,0.75,5120,68,"Colonial","Single Family","Excellent +",4,3,"Gas/Oil","Hot Water","None","	 2400"
23917,"72 ROGER RD",179690,1,1933,0.14,1743,78,"Colonial","Single Family","Good",3,1,"Gas/Oil","FA/HW/ST","None","	 2400"
23920,"127 ROGER RD",192290,1,1930,0.16,1710,78,"Colonial","Single Family","Good",4,1,"Gas/Oil","Hot Water","None","	 2400"
23921,"851 FOREST RD",173740,1,1964,0.34,1406,68,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23926,"35 ROGER RD",212520,1,1932,0.16,1780,78,"Colonial","Single Family","Very Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23930,"117 ROGER RD",209720,1,1930,0.16,2048,78,"Colonial","Single Family","Good",3,1,"Gas/Oil","FA/HW/ST","None","	 2400"
23936,"294 OLIVER RD",136570,1,1973,0.16,1296,72,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23937,"288 OLIVER RD",145390,1,1930,0.17,1258,68,"Ranch","Single Family","Above Average",2,1,"Gas/Oil","Hot Water","Central","	 2400"
23940,"252 OLIVER RD",255710,1,1929,0.16,2369,78,"Colonial","Single Family","Very Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
23941,"244 OLIVER RD",200550,1,1946,0.16,1628,78,"Cape Cod","Single Family","Good",3,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
23956,"2116 CHAPEL ST",227990,1,1925,0.16,2655,76,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23957,"2110 CHAPEL ST",208880,1,1930,0.14,2694,68,"Colonial","Single Family","Good",5,2,"Oil/Gas","Hot Water","None","	 2400"
23960,"2094 CHAPEL ST",215390,1,1920,0.23,2808,68,"Colonial","Single Family","Good",5,2,"Oil/Gas","Hot Water","None","	 2400"
23961,"2088 CHAPEL ST",166180,1,1920,0.23,1926,68,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","Hot Water","None","	 2400"
23967,"2058 CHAPEL ST",194460,1,1952,0.29,2140,68,"Colonial","Single Family","Good",3,1,"Oil/Gas","Hot Water","None","	 2400"
23971,"301 OLIVER RD",155120,1,1965,0.13,1483,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
23976,"76 MCKINLEY AV",269220,1,1915,0.23,3310,78,"Colonial","Single Family","Good",3,3,"Gas/Oil","Hot Water","None","	 2400"
23977,"70 MCKINLEY AV",212380,1,1902,0.23,2372,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
23982,"30 MCKINLEY AV",265510,1,1928,0.24,3233,78,"Colonial","Single Family","Good",4,3,"Oil/Gas","FA/HW/ST","None","	 2400"
23983,"26 MCKINLEY AV",244230,1,1919,0.23,2657,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","Hot Water","None","	 2400"
23984,"2095 CHAPEL ST",418810,1,1920,0.63,5342,68,"Colonial","Single Family","Vg/Exc",6,4,"Oil/Gas","FA/HW/ST","None","	 2400"
23988,"31 ALSTON AV",389900,1,1927,0.28,2863,90,"Colonial","Single Family","Excellent",5,4,"Oil/Gas","Hot Water","Central","	 2400"
23992,"59 ALSTON AV",275800,1,1937,0.26,2923,78,"Colonial","Single Family","Very Good",4,3,"Gas/Oil","Hot Water","None","	 2400"
23994,"71 ALSTON AV",302820,1,1925,0.34,3537,68,"Colonial","Single Family","Very Good",5,3,"Gas/Oil","Hot Water","None","	 2400"
23995,"81 ALSTON AV",283220,1,1925,0.34,3364,68,"Colonial","Single Family","Very Good",3,3,"Oil/Gas","Hot Water","Central","	 2400"
23998,"90 ALDEN AV",277130,1,1925,0.37,2752,78,"Colonial","Single Family","Very Good",4,2,"Oil/Gas","Hot Water","Partial","	 2400"
23999,"84 ALDEN AV",250810,1,1920,0.28,2611,78,"Colonial","Single Family","Very Good",4,1,"Gas/Oil","Hot Water","None","	 2400"
24006,"30 ALDEN AV",293790,1,1917,0.24,2957,78,"Colonial","Single Family","Very Good",6,3,"Oil/Gas","Forced Hot Air","Central","	 2400"
24007,"24 ALDEN AV",267190,1,1917,0.24,3408,68,"Colonial","Single Family","Very Good",4,2,"Oil/Gas","Steam","None","	 2400"
24010,"2073 CHAPEL ST",333060,1,1925,0.3,3710,78,"Colonial","Single Family","Vg/Exc",6,3,"Oil/Gas","FA/HW/ST","Central","	 2400"
24011,"2079 CHAPEL ST",314510,1,1920,0.31,3500,78,"Colonial","Single Family","Very Good",7,3,"Gas/Oil","Hot Water","Central","	 2400"
24021,"93 MCKINLEY AV",296870,1,1924,0.34,3477,90,"Colonial","Single Family","Ave/Good",4,3,"Oil/Gas","Steam","Partial","	 2400"
24026,"150 WESTWOOD RD",263550,1,1926,0.22,3238,78,"Colonial","Single Family","Good",8,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24027,"144 WESTWOOD RD",353080,1,1920,0.32,3750,78,"Colonial","Single Family","Very Good",5,3,"Gas/Oil","Hot Water","None","	 2400"
24030,"120 WESTWOOD RD",199570,1,1931,0.16,2129,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","Steam","None","	 2400"
24031,"114 WESTWOOD RD",197470,1,1925,0.16,2052,78,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
24037,"1985 CHAPEL ST",210140,1,1925,0.25,2054,78,"Colonial","Single Family","Good",4,1,"Gas/Oil","Hot Water","None","	 2400"
24046,"76 ELMWOOD RD",221830,1,1925,0.2,3054,68,"Colonial","Single Family","Good",3,1,"Gas/Oil","Hot Water","Central","	 2400"
24047,"66 ELMWOOD RD",191310,1,1910,0.17,2490,68,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","Steam","None","	 2400"
24050,"56 ELMWOOD RD",155610,1,1905,0.17,1650,68,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24051,"40 ELMWOOD RD",169120,1,1924,0.18,1930,68,"Colonial","Single Family","Ave/Good",3,1,"Gas/Oil","Steam","None","	 2400"
24060,"105 WESTWOOD RD",242200,1,1920,0.23,3080,78,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24066,"151 WESTWOOD RD",301910,1,1923,0.25,3992,78,"Colonial","Single Family","Good",6,3,"Oil/Gas","FA/HW/ST","Central","	 2400"
24067,"159 WESTWOOD RD",294070,1,1914,0.25,3975,78,"Colonial","Single Family","Good",7,3,"Oil/Gas","FA/HW/ST","None","	 2400"
24070,"183 WESTWOOD RD",227430,1,1927,0.25,2540,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","Hot Water","None","	 2400"
24071,"189 WESTWOOD RD",329490,1,1922,0.24,3494,78,"Colonial","Single Family","Very Good",5,3,"Oil/Gas","Hot Water","None","	 2400"
24088,"15 ELMWOOD RD",170240,1,1920,0.2,1942,68,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24093,"45 ELMWOOD RD",226660,1,1920,0.19,3011,68,"Colonial","Single Family","Ave/Good",4,3,"Oil/Gas","Hot Water","Central","	 2400"
24095,"61 ELMWOOD RD",175420,1,1928,0.21,1930,68,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","Hot Water","Partial","	 2400"
24099,"85 ALDEN AV",178990,1,1929,0.19,1808,68,"Colonial","Single Family","Good",3,1,"Oil/Gas","Hot Water","Partial","	 2400"
24102,"25 MARVEL RD",200760,1,1920,0.21,2206,78,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24103,"31 MARVEL RD",237160,1,1924,0.3,2968,78,"Colonial","Single Family","Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24109,"75 MARVEL RD",196910,1,1920,0.3,2004,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","Hot Water","None","	 2400"
24114,"105 MARVEL RD",231070,1,1913,0.2,2975,78,"Colonial","Single Family","Ave/Good",4,2,"Gas/Oil","Hot Water","None","	 2400"
24115,"111 MARVEL RD",194740,1,1920,0.19,2595,68,"Colonial","Single Family","Ave/Good",5,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24118,"129 MARVEL RD",175560,1,1920,0.17,1732,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24148,"813 EDGEWOOD AV",201670,1,1910,0.17,2383,78,"Colonial","Single Family","Ave/Good",5,1,"Gas/Oil","Hot Water","None","	 2400"
24162,"389 CENTRAL AV",174160,1,1900,0.17,2007,79,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24168,"421 CENTRAL AV",165340,1,1900,0.19,2807,55,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24191,"208 WEST ROCK AV",155960,1,1920,0.17,1588,78,"Colonial","Single Family","Above Average",4,1,"Gas/Oil","Hot Water","None","	 2400"
24206,"134 WEST ROCK AV",174650,1,1920,0.17,2029,78,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24207,"130 WEST ROCK AV",178710,1,1920,0.17,2160,78,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24211,"769 EDGEWOOD AV",190470,1,1920,0.17,1994,78,"Colonial","Single Family","Ave/Good",5,5,"Oil/Gas","FA/HW/ST","Central","	 2400"
24216,"127 WEST ROCK AV",183610,1,1910,0.18,1926,78,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","Steam","None","	 2400"
24220,"147 WEST ROCK AV",151690,1,1920,0.17,1323,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24226,"177 WEST ROCK AV",155610,1,1906,0.17,1524,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24230,"195 WEST ROCK AV",200060,1,1920,0.17,1793,86,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24231,"199 WEST ROCK AV",205520,1,1920,0.17,2320,78,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24236,"28 WEST ELM ST",192360,1,1900,0.13,2091,78,"Colonial","Single Family","Ave/Good",3,2,"Gas/Oil","Hot Water","None","	 2400"
24241,"382 YALE AV",215810,1,1920,0.2,2391,86,"Colonial","Single Family","Ave/Good",6,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24250,"336 YALE AV",146720,1,1920,0.15,1376,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24251,"334 YALE AV",188720,1,1920,0.19,1942,78,"Colonial","Single Family","Ave/Good",4,2,"Gas/Oil","Hot Water","None","	 2400"
24257,"294 YALE AV",165130,1,1920,0.2,2199,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
24261,"135 ALSTON AV",252840,1,1935,0.31,2892,68,"Colonial","Single Family","Very Good",4,3,"Gas/Oil","Hot Water","Central","	 2400"
24266,"165 ALSTON AV",149730,1,1925,0.21,1500,68,"Colonial","Single Family","Ave/Good",3,1,"Gas/Oil","Steam","None","	 2400"
24267,"171 ALSTON AV",190540,1,1920,0.21,2260,68,"Colonial","Single Family","Good",5,2,"Oil/Gas","FA/HW/ST","Partial","	 2400"
24270,"170 MCKINLEY AV",224980,1,1929,0.26,2790,68,"Colonial","Single Family","Good",5,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24271,"160 MCKINLEY AV",274050,1,1900,0.26,3493,78,"Colonial","Single Family","Good",4,3,"Oil/Gas","FA/HW/ST","None","	 2400"
24277,"116 MCKINLEY AV",326830,1,1913,0.31,3553,78,"Colonial","Single Family","Very Good",4,3,"Oil/Gas","Steam","Partial","	 2400"
24284,"161 MCKINLEY AV",250040,1,1935,0.28,2923,78,"Colonial","Single Family","Good",6,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24285,"167 MCKINLEY AV",350000,1,1904,0.28,3410,93,"Colonial","Single Family","Very Good",5,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24288,"168 ALDEN AV",157150,1,1925,0.19,1868,66,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24289,"164 ALDEN AV",167230,1,1910,0.19,1828,66,"Colonial","Single Family","Ave/Good",4,2,"Gas/Oil","FA/HW/ST","Central","	 2400"
24292,"150 ALDEN AV",152880,1,1918,0.2,1768,53,"Colonial","Single Family","Good",4,1,"Oil/Gas","Hot Water","None","	 2400"
24293,"146 ALDEN AV",193480,1,1928,0.2,1948,78,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24298,"111 ALDEN AV",226450,1,1900,0.22,3020,68,"Colonial","Single Family","Good",5,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24302,"137 ALDEN AV",204820,1,1917,0.38,2537,68,"Colonial","Single Family","Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24303,"141 ALDEN AV",151620,1,1913,0.25,1488,68,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24304,"147 ALDEN AV",213150,1,1900,0.25,2697,68,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24308,"165 ALDEN AV",177520,1,1915,0.19,2311,68,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24315,"197 ALDEN AV",178360,1,1937,0.27,2205,68,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
24319,"209 ALDEN AV",152810,1,1900,0.18,1658,68,"Colonial","Single Family","Ave/Good",3,2,"Gas/Oil","FA/HW/ST","None","	 2400"
24324,"241 ALDEN AV",190190,1,1915,0.2,2514,68,"Colonial","Single Family","Ave/Good",7,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24332,"76 MARVEL RD",202300,1,1925,0.23,2169,78,"Cape Cod","Single Family","Ave/Good",2,2,"Gas/Oil","FA/HW/ST","Central","	 2400"
24334,"64 MARVEL RD",210910,1,1917,0.23,2512,80,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24335,"60 MARVEL RD",266210,1,1900,0.3,3550,78,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24338,"40 MARVEL RD",249830,1,1917,0.26,2545,78,"Colonial","Single Family","Good",4,3,"Oil/Gas","Hot Water","None","	 2400"
24339,"32 MARVEL RD",222180,1,1917,0.21,3030,68,"Colonial","Single Family","Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24349,"245 ALSTON AV",126630,1,1924,0.1,1240,68,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Hot Water","None","	 2400"
24354,"226 MCKINLEY AV",445200,1,1910,0.29,4335,93,"Colonial","Single Family","Very Good",5,4,"Gas/Oil","Hydro air","Central","	 2400"
24355,"220 MCKINLEY AV",248570,1,1920,0.28,3064,78,"Colonial","Single Family","Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24358,"190 MCKINLEY AV",397040,1,1907,0.36,4098,90,"Colonial","Single Family","Very Good",6,3,"Oil/Gas","FA/HW/ST","Central","	 2400"
24359,"191 MCKINLEY AV",341600,1,1919,0.39,3961,78,"Colonial","Single Family","Very Good",5,3,"Gas/Oil","FA/HW/ST","None","	 2400"
24362,"227 MCKINLEY AV",364420,1,1910,0.44,3735,90,"Colonial","Single Family","Very Good",4,3,"Oil/Gas","FA/HW/ST","Central","	 2400"
24363,"233 MCKINLEY AV",245280,1,1915,0.3,2808,68,"Colonial","Single Family","Very Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24365,"245 MCKINLEY AV",252770,1,1915,0.3,2634,90,"Colonial","Single Family","Good",4,2,"Gas/Oil","Steam","None","	 2400"
24375,"198 ALDEN AV",168560,1,1907,0.17,2015,63,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24378,"5 WOODBRIDGE AV",169050,1,1909,0.09,1720,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24379,"11 WOODBRIDGE AV",179480,1,1920,0.1,1449,78,"Cape Cod","Single Family","Ave/Good",3,1,"Oil/Gas","Hot Water","Central","	 2400"
24380,"255 MCKINLEY AV",391370,1,1923,0.43,4133,78,"Colonial","Single Family","Excellent",6,3,"Oil/Gas","Hot Water","Central","	 2400"
24381,"267 MCKINLEY AV",268450,1,1923,0.27,3232,78,"Colonial","Single Family","Good",3,2,"Gas/Oil","Hot Water","Unit/AC","	 2400"
24396,"258 ALDEN AV",152810,1,1912,0.15,1574,68,"Cape Cod","Single Family","Ave/Good",3,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24397,"252 ALDEN AV",214970,1,1914,0.24,2714,68,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","Partial","	 2400"
24400,"265 ALDEN AV",203770,1,1918,0.21,2386,78,"Colonial","Single Family","Ave/Good",3,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24421,"135 WEST ELM ST",150990,1,1920,0.17,1456,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24456,"78 FOUNTAIN ST",183190,1,1900,0.24,2612,66,"Colonial","Single Family","Above Average",4,1,"Gas/Oil","FA/HW/ST","Central","	 2400"
24476,"602 CENTRAL AV",182350,1,1910,0.17,2328,68,"Colonial","Single Family","Ave/Good",4,3,"Oil/Gas","FA/HW/ST","None","	 2400"
24477,"596 CENTRAL AV",199080,1,1914,0.21,2385,68,"Cape Cod","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24498,"42 WILLARD ST",157080,1,1860,0.26,1589,78,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24509,"17 BURTON ST",132440,1,1921,0.21,1374,68,"Cape Cod","Single Family","Above Average",2,1,"Gas/Oil","Steam","None","	 2400"
24513,"471 CENTRAL AV",139090,1,1915,0.14,1442,68,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","Forced Hot Air","None","	 2400"
24518,"497 CENTRAL AV",161840,1,1920,0.17,1529,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 2400"
24524,"534 YALE AV",221830,1,1933,0.21,2510,78,"Colonial","Single Family","Ave/Good",4,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24525,"530 YALE AV",177380,1,1931,0.21,1824,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24528,"508 YALE AV",261380,1,1918,0.21,3219,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","Central","	 2400"
24529,"286 WEST ROCK AV",144830,1,1927,0.13,1373,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 2400"
24532,"272 WEST ROCK AV",181790,1,1912,0.17,2052,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","Unit/AC","	 2400"
24533,"266 WEST ROCK AV",201740,1,1928,0.17,2358,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
24534,"262 WEST ROCK AV",171780,1,1915,0.17,2162,68,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24538,"240 WEST ROCK AV",176400,1,1913,0.17,1500,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24544,"253 WEST ROCK AV",183890,1,1914,0.17,1833,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24545,"257 WEST ROCK AV",195790,1,1913,0.16,2279,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
24548,"275 WEST ROCK AV",208740,1,1914,0.17,2521,78,"Colonial","Single Family","Ave/Good",5,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24549,"281 WEST ROCK AV",192080,1,1915,0.17,2156,78,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24552,"484 YALE AV",161840,1,1918,0.19,1643,68,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","Steam","None","	 2400"
24553,"476 YALE AV",230930,1,1918,0.26,2756,78,"Colonial","Single Family","Good",5,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24563,"416 YALE AV",278390,1,1915,0.2,3041,78,"Colonial","Single Family","Very Good",5,2,"Oil/Gas","Hot Water","None","	 2400"
24564,"410 YALE AV",207550,1,1914,0.2,2600,68,"Colonial","Single Family","Good",3,1,"Gas/Oil","Steam","Heat Pump","	 2400"
24565,"404 YALE AV",240030,1,1916,0.2,2736,78,"Colonial","Single Family","Good",5,1,"Gas/Oil","FA/HW/ST","None","	 2400"
24568,"529 YALE AV",240940,1,1926,0.2,2463,78,"Colonial","Single Family","Good",4,2,"Oil/Gas","FA/HW/ST","None","	 2400"
24569,"561 CENTRAL AV",214410,1,1920,0.13,2897,78,"Colonial","Single Family","Good",4,1,"Oil/Gas","FA/HW/ST","Central","	 2400"
24586,"360 WEST ROCK AV",166530,1,1910,0.14,1852,78,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24587,"356 WEST ROCK AV",174790,1,1925,0.2,1570,78,"Colonial","Single Family","Ave/Good",3,1,"Oil/Gas","Hot Water","None","	 2400"
24590,"340 WEST ROCK AV",190680,1,2004,0.15,1363,95,"Raised Ranch","Single Family","Ave/Good",3,3,"Oil/Gas","FA/HW/ST","Central","	 2400"
24596,"519 YALE AV",194180,1,1920,0.18,2163,78,"Colonial","Single Family","Ave/Good",4,1,"Oil/Gas","FA/HW/ST","None","	 2400"
24600,"28 PHILIP ST",132720,1,1905,0.09,1546,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 2500"
24627,"83 FOUNTAIN ST",138880,1,1915,0.18,1632,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2500"
24745,"40 HARRISON ST",135730,1,1920,0.12,1953,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2500"
24856,"147 VALLEY ST",120680,1,1900,0.47,1260,78,"Cape Cod","Single Family","Average",2,2,"Oil/Gas","FA/HW/ST","Central","	 2600"
24857,"155 VALLEY ST",185080,1,2014,0.29,1720,95,"Raised Ranch","Single Family","Average",3,3,"Gas/Oil","FA/HW/ST","Central","	 2600"
24884,"12 STRONG ST",128730,1,2003,0.18,1276,88,"Raised Ranch","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 2600"
24888,"2 STRONG ST",114590,1,2015,0.21,1440,82,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 2600"
24904,"14 VALLEY PL SOUTH",81550,1,1940,0.12,1180,68,"Half Duplex","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2600"
24929,"25 VALLEY PL #NORTH",74340,1,1940,0.15,816,68,"Ranch","Single Family","Below Average",3,1,"Oil/Gas","FA/HW/ST","None","	 2600"
24933,"30 VALLEY PL #NORTH",77350,1,1940,0.3,864,78,"Split-Level","Single Family","Below Average",2,1,"Gas/Oil","FA/HW/ST","None","	 2600"
24938,"6 VICTORY DR",74340,1,1941,0.21,816,68,"Split-Level","Single Family","Below Average",3,1,"Gas/Oil","FA/HW/ST","Central","	 2600"
24944,"128 ROCK CREEK RD",70420,1,1940,0.21,816,68,"Split-Level","Single Family","Below Average",3,1,"Oil/Gas","Forced Hot Air","None","	 2600"
24945,"56 WEST HILLS RD",88690,1,1900,0.19,972,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 2600"
